displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
https://files.dicta.org.il/library-1-0/mishkanhaeidut/mishkanhaeidut__ocr_data_html_files.zip,משכן העדות,1913,יעקב שמחה רפיש,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/mishkanhaeidut/mishkanhaeidut__text_files.zip,https://files.dicta.org.il/library-1-0/mishkanhaeidut/mishkanhaeidut__nikud_meteg_files.zip,mishkanhaeidut,Mishkan haEidut,Yaakov Simha,Halakha and Minhaggim,Warsaw,,mishkanhaeidut,
https://files.dicta.org.il/library-1-0/mishmeretelazar/mishmeretelazar__ocr_data_html_files.zip,משמרת אלעזר,1938,שאול בן אלעזר בראך ,מיהלוביץ,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/mishmeretelazar/mishmeretelazar__text_files.zip,https://files.dicta.org.il/library-1-0/mishmeretelazar/mishmeretelazar__nikud_meteg_files.zip,mishmeretelazar,Mishmeret Elazar,Shaul Brach,Derashot (Homilies),Michalovce,,mishmeretelazar,
https://files.dicta.org.il/library-1-0/neotyaakov/neotyaakov__ocr_data_html_files.zip,נאות יעקב,1912,יעקב בן שלמה זלמן סנדר כהנא-שפירא ,וילנה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/neotyaakov/neotyaakov__text_files.zip,https://files.dicta.org.il/library-1-0/neotyaakov/neotyaakov__nikud_meteg_files.zip,neotyaakov,Neot Yaakov,"Shapira, Yaakov Kahana,",Responsa,Vilna (Vilnius),,neotyaakov,
https://files.dicta.org.il/library-1-0/nezerhakodeshniddah/nezerhakodeshniddah__ocr_data_html_files.zip,נזר הקודש - נדה,1946,משה רוזין,ניו יורק,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/nezerhakodeshniddah/nezerhakodeshniddah__text_files.zip,https://files.dicta.org.il/library-1-0/nezerhakodeshniddah/nezerhakodeshniddah__nikud_meteg_files.zip,nezerhakodeshniddah,nezer hakodesh (Niddah),Moshe Rosen,Talmud and Commentaries,New York,,nezerhakodeshniddah,
https://files.dicta.org.il/library-1-0/nezerhakodeshyoma/nezerhakodeshyoma__ocr_data_html_files.zip,נזר הקודש - יומא,1942,משה רוזין,ניו יורק,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/nezerhakodeshyoma/nezerhakodeshyoma__text_files.zip,https://files.dicta.org.il/library-1-0/nezerhakodeshyoma/nezerhakodeshyoma__nikud_meteg_files.zip,nezerhakodeshyoma,nezer hakodesh (Yoma),Moshe Rosen,Talmud and Commentaries,New York,,nezerhakodeshyoma,
https://files.dicta.org.il/library-1-0/nidrezerizin2/nidrezerizin2__ocr_data_html_files.zip,נדרי זריזין חלק ב,1839,שלמה בן י-הודה אהרן קלוגר ,זולקוה (ז'ובקבה),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/nidrezerizin2/nidrezerizin2__text_files.zip,https://files.dicta.org.il/library-1-0/nidrezerizin2/nidrezerizin2__nikud_meteg_files.zip,nidrezerizin2,Nidre zerizin part 2,Solomon ben Judah Aaron Kluger,Talmud and Commentaries,Zolkiewka (Zhovkva),,nidrezerizin2,
https://files.dicta.org.il/library-1-0/ohelyaakovzerchin/ohelyaakovzerchin__ocr_data_html_files.zip,אהל יעקב,1931,יעקב חי זריהן,ירושלים,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ohelyaakovzerchin/ohelyaakovzerchin__text_files.zip,https://files.dicta.org.il/library-1-0/ohelyaakovzerchin/ohelyaakovzerchin__nikud_meteg_files.zip,ohelyaakovzerchin,Ohel Yaakov,Rabbi Yaakov Hay Zrihan,Derashot (Homilies),Jerusalem,,ohelyaakovzerchin,
https://files.dicta.org.il/library-1-0/ohrlayisharim/ohrlayisharim__ocr_data_html_files.zip,אור לישרים,1942,"איידליץ, אברהם משה זרח בן מאיר",בודפשט,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ohrlayisharim/ohrlayisharim__text_files.zip,https://files.dicta.org.il/library-1-0/ohrlayisharim/ohrlayisharim__nikud_meteg_files.zip,ohrlayisharim,Or la-yesharim,"Eidlitz, Zerah ben Meir,",Derashot (Homilies),Budapest,,ohrlayisharim,
https://files.dicta.org.il/library-1-0/orachmishpat/orachmishpat__ocr_data_html_files.zip,אורח משפט,1908,שמעון דובער אנוליק,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/orachmishpat/orachmishpat__text_files.zip,https://files.dicta.org.il/library-1-0/orachmishpat/orachmishpat__nikud_meteg_files.zip,orachmishpat,Orach Mishpat,Shimon Dov Enlik,Halakha and Minhaggim,Piotrków,,orachmishpat,
https://files.dicta.org.il/library-1-0/orgadol/orgadol__ocr_data_html_files.zip,אור גדול,1924,ירוחם י-הודה ליב פרלמן,וילנה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/orgadol/orgadol__text_files.zip,https://files.dicta.org.il/library-1-0/orgadol/orgadol__nikud_meteg_files.zip,orgadol,Or Gadol,Yeruchem Yehudah Leib Pearlman,Responsa,Vilna (Vilnius),,orgadol,
https://files.dicta.org.il/library-1-0/petachhabayit2/petachhabayit2__ocr_data_html_files.zip,פתח הבית חלק ב,1916,רבי אברהם טיקטין,ורשה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/petachhabayit2/petachhabayit2__text_files.zip,https://files.dicta.org.il/library-1-0/petachhabayit2/petachhabayit2__nikud_meteg_files.zip,petachhabayit2,Petach ha-bayit part 2,Rabbi Avraham Tiktin,Talmud and Commentaries,Warsaw,,petachhabayit2,
https://files.dicta.org.il/library-1-0/petachhaohelutterman/petachhaohelutterman__ocr_data_html_files.zip,פתח האוהל,1902,חיים משולם קויפמן אוטרמן,ורשה,"ספרות חז""ל",ספריית דיקטה,https://files.dicta.org.il/library-1-0/petachhaohelutterman/petachhaohelutterman__text_files.zip,https://files.dicta.org.il/library-1-0/petachhaohelutterman/petachhaohelutterman__nikud_meteg_files.zip,petachhaohelutterman,Petach haOhel,Rabbi Chaim Meshulam Kaufman Utterman,Rabbinic Literature,Warsaw,,petachhaohelutterman,
https://files.dicta.org.il/library-1-0/pneiyitzhak2/pneiyitzhak2__ocr_data_html_files.zip,פני יצחק חלק ב,1886,יצחק בן משה אבולעפיא,ליוורנו ,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/pneiyitzhak2/pneiyitzhak2__text_files.zip,https://files.dicta.org.il/library-1-0/pneiyitzhak2/pneiyitzhak2__nikud_meteg_files.zip,pneiyitzhak2,Pnei Yitzhak part 2,Isaac ben Moses Abulafia,Responsa,Livorno (Leghorn),,pneiyitzhak2,
https://files.dicta.org.il/library-1-0/pneiyitzhak6/pneiyitzhak6__ocr_data_html_files.zip,פני יצחק חלק ו,1903,יצחק בן משה אבולעפיא,ירושלים,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/pneiyitzhak6/pneiyitzhak6__text_files.zip,https://files.dicta.org.il/library-1-0/pneiyitzhak6/pneiyitzhak6__nikud_meteg_files.zip,pneiyitzhak6,Pnei Yitzhak part 6,Isaac ben Moses Abulafia,Responsa,Jerusalem,,pneiyitzhak6,
https://files.dicta.org.il/library-1-0/poratyosefshlemfer/poratyosefshlemfer__ocr_data_html_files.zip,פורת יוסף (שלופר),1875,יוסף בן צבי הירש שלופר ,וילנה,שונות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/poratyosefshlemfer/poratyosefshlemfer__text_files.zip,https://files.dicta.org.il/library-1-0/poratyosefshlemfer/poratyosefshlemfer__nikud_meteg_files.zip,poratyosefshlemfer,Porat Yosef Shlemfer,"Shlemfer, Yosef",Miscellaneous,Vilna (Vilnius),,poratyosefshlemfer,
https://files.dicta.org.il/library-1-0/reishitbekurimweinberg/reishitbekurimweinberg__ocr_data_html_files.zip,ראשית בכורים (בכורות),1930,אברהם וינברג,פיוטריקוב,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/reishitbekurimweinberg/reishitbekurimweinberg__text_files.zip,https://files.dicta.org.il/library-1-0/reishitbekurimweinberg/reishitbekurimweinberg__nikud_meteg_files.zip,reishitbekurimweinberg,Reishit Bekurim (Bekhorot),Avraham Weinberg,Talmud and Commentaries,Piotrków,,reishitbekurimweinberg,
https://files.dicta.org.il/library-1-0/ritvagittin/ritvagittin__ocr_data_html_files.zip,ריטב”א על גיטין,1835,יום טוב בן אברהם אשבילי,סודילקוב,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/ritvagittin/ritvagittin__text_files.zip,https://files.dicta.org.il/library-1-0/ritvagittin/ritvagittin__nikud_meteg_files.zip,ritvagittin,Ritva (Gittin),Yom Tov ben Abraham of Seville,Talmud and Commentaries,Sdzilkov (Sudilkyiv),,ritvagittin,
https://files.dicta.org.il/library-1-0/rokachshirhashirim/rokachshirhashirim__ocr_data_html_files.zip,רוקח על שיר השירים,1911,אלעזר מגרמייזא,פיוטריקוב,"תנ""ך ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/rokachshirhashirim/rokachshirhashirim__text_files.zip,https://files.dicta.org.il/library-1-0/rokachshirhashirim/rokachshirhashirim__nikud_meteg_files.zip,rokachshirhashirim,Rokach Shir haShirim,Eleazar of Worms,Tanakh and Commentaries,Piotrków,,rokachshirhashirim,
https://files.dicta.org.il/library-1-0/roshemunah/roshemunah__ocr_data_html_files.zip,ראש אמנה,1881,יצחק אברבנאל,ורשה,מחשבה ומוסר,ספריית דיקטה,https://files.dicta.org.il/library-1-0/roshemunah/roshemunah__text_files.zip,https://files.dicta.org.il/library-1-0/roshemunah/roshemunah__nikud_meteg_files.zip,roshemunah,Rosh Emunah,Isaac ben Judah Abarbanel,Jewish Thought and Ethics,Warsaw,,roshemunah,
https://files.dicta.org.il/library-1-0/sdeichemedkuntreshaklalim30/sdeichemedkuntreshaklalim30__ocr_data_html_files.zip,שדי חמד קונטרס הכללים מערכת ל,1896,חיים חזקיהו מדיני,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/sdeichemedkuntreshaklalim30/sdeichemedkuntreshaklalim30__text_files.zip,https://files.dicta.org.il/library-1-0/sdeichemedkuntreshaklalim30/sdeichemedkuntreshaklalim30__nikud_meteg_files.zip,sdeichemedkuntreshaklalim30,Sdei Chemed Kuntres Haklalim marechet lamed,rabbi Chaim Hezekiah Medini,Halakha and Minhaggim,Warsaw,,sdeichemedkuntreshaklalim30,
https://files.dicta.org.il/library-1-0/sederhalacharambam/sederhalacharambam__ocr_data_html_files.zip,"סדר הלכה (רמב""ם)",1917,דוד שלמה הכהן אדלשטיין,ורשה,"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/sederhalacharambam/sederhalacharambam__text_files.zip,https://files.dicta.org.il/library-1-0/sederhalacharambam/sederhalacharambam__nikud_meteg_files.zip,sederhalacharambam_EGT,Seder Halacha Rambam,"Edelstein, Dovid Shlomo",Rambam ,Warsaw,,sederhalacharambam,
https://files.dicta.org.il/library-1-0/seferhaittur2/seferhaittur2__ocr_data_html_files.zip,ספר העיטור חלק ב,1860,יצחק בן אבא מרי,למברג (לבוב),הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/seferhaittur2/seferhaittur2__text_files.zip,https://files.dicta.org.il/library-1-0/seferhaittur2/seferhaittur2__nikud_meteg_files.zip,seferhaittur2,Sefer Haittur part 2,rabbi Isaac ben Abba Mari,Halakha and Minhaggim,Lemberg (Lvov),,seferhaittur2,
https://files.dicta.org.il/library-1-0/shevetsofer2/shevetsofer2__ocr_data_html_files.zip,שבט סופר חלק ב,1919,שמחה בונים סופר,בודפשט,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/shevetsofer2/shevetsofer2__text_files.zip,https://files.dicta.org.il/library-1-0/shevetsofer2/shevetsofer2__nikud_meteg_files.zip,shevetsofer2_EGT,Shevet Sofer part 2,rabbi Śimhah Bunem Sofer,Responsa,Budapest,,shevetsofer2,
https://files.dicta.org.il/library-1-0/shulchanoshelavraham/shulchanoshelavraham__ocr_data_html_files.zip,שלחנו של אברהם,1865,אברהם בן יצחק חי הכהן יצחקי ,ליוורנו ,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/shulchanoshelavraham/shulchanoshelavraham__text_files.zip,https://files.dicta.org.il/library-1-0/shulchanoshelavraham/shulchanoshelavraham__nikud_meteg_files.zip,shulchanoshelavraham,Shulchano shel Avraham,Avraham ben Yitzhak Hi haCohen Yitzhakו,Halakha and Minhaggim,Livorno (Leghorn),,shulchanoshelavraham,
https://files.dicta.org.il/library-1-0/shulkhanhamelekhrambam/shulkhanhamelekhrambam__ocr_data_html_files.zip,"שולחן המלך על הרמב""ם",1862,יוסף בן עזרא,איזמיר,"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/shulkhanhamelekhrambam/shulkhanhamelekhrambam__text_files.zip,https://files.dicta.org.il/library-1-0/shulkhanhamelekhrambam/shulkhanhamelekhrambam__nikud_meteg_files.zip,shulkhanhamelekhrambam_EGT,Shulkhan Hamelekh (Rambam),r' Josef ben Ezra,Rambam ,Izmir,,shulkhanhamelekhrambam,
https://files.dicta.org.il/library-1-0/simchaleish/simchaleish__ocr_data_html_files.zip,שמחה לאיש,1888,"אלישר, יעקב שאול בן אליעזר ירחם",ירושלים,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/simchaleish/simchaleish__text_files.zip,https://files.dicta.org.il/library-1-0/simchaleish/simchaleish__nikud_meteg_files.zip,simchaleish,Simcha leIsh,"Elshir, Yaakov Shaul",Responsa,Jerusalem,,simchaleish,
https://files.dicta.org.il/library-1-0/taalumotlev3/taalumotlev3__ocr_data_html_files.zip,"שו""ת תעלומות לב חלק ג",1903,אליהו בכור חזן,אלכנסדריה ,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/taalumotlev3/taalumotlev3__text_files.zip,https://files.dicta.org.il/library-1-0/taalumotlev3/taalumotlev3__nikud_meteg_files.zip,taalumotlev3,Responsa Taalumot Lev part 3,Ḥazan Eliyahu,Responsa,Alexandria ,,taalumotlev3,
https://files.dicta.org.il/library-1-0/tevuothasadah1/tevuothasadah1__ocr_data_html_files.zip,תבואות השדה חלק א,1892,אליעזר חיים בן אברהם דייטש ,למברג (לבוב),תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tevuothasadah1/tevuothasadah1__text_files.zip,https://files.dicta.org.il/library-1-0/tevuothasadah1/tevuothasadah1__nikud_meteg_files.zip,tevuothasadah1,Tevuot Hasadah part 1,Eliezer Deitch,Talmud and Commentaries,Lemberg (Lvov),,tevuothasadah1,
https://files.dicta.org.il/library-1-0/tevuothasadah2/tevuothasadah2__ocr_data_html_files.zip,תבואות השדה חלק ב,1894,אליעזר חיים בן אברהם דייטש ,למברג (לבוב),"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/tevuothasadah2/tevuothasadah2__text_files.zip,https://files.dicta.org.il/library-1-0/tevuothasadah2/tevuothasadah2__nikud_meteg_files.zip,tevuothasadah2,Tevuot Hasadah part 2,Eliezer Deitch,Responsa,Lemberg (Lvov),,tevuothasadah2,
https://files.dicta.org.il/library-1-0/tevuothasadah4/tevuothasadah4__ocr_data_html_files.zip,תבואות השדה חלק ד,1900,אליעזר חיים בן אברהם דייטש ,פקש,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tevuothasadah4/tevuothasadah4__text_files.zip,https://files.dicta.org.il/library-1-0/tevuothasadah4/tevuothasadah4__nikud_meteg_files.zip,tevuothasadah4,Tevuot Hasadah part 4,Eliezer Deitch,Talmud and Commentaries,Paks,,tevuothasadah4,
https://files.dicta.org.il/library-1-0/tevuothasadah6/tevuothasadah6__ocr_data_html_files.zip,תבואות השדה חלק ו,1904,אליעזר חיים בן אברהם דייטש ,פקש,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tevuothasadah6/tevuothasadah6__text_files.zip,https://files.dicta.org.il/library-1-0/tevuothasadah6/tevuothasadah6__nikud_meteg_files.zip,tevuothasadah6,Tevuot Hasadah part 6,Eliezer Deitch,Talmud and Commentaries,Paks,,tevuothasadah6,
https://files.dicta.org.il/library-1-0/tiferesyaakovchullin1/tiferesyaakovchullin1__ocr_data_html_files.zip,תפארת יעקב על חולין חלק א,1867,יעקב גֶזונדהייט,ורשה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferesyaakovchullin1/tiferesyaakovchullin1__text_files.zip,https://files.dicta.org.il/library-1-0/tiferesyaakovchullin1/tiferesyaakovchullin1__nikud_meteg_files.zip,tiferesyaakovchullin1,Tiferet Ya’akov (Chullin part 1),Yaakov Gezundheit,Talmud and Commentaries,Warsaw,,tiferesyaakovchullin1,
https://files.dicta.org.il/library-1-0/tiferesyaakovchullin2/tiferesyaakovchullin2__ocr_data_html_files.zip,תפארת יעקב על חולין חלק ב,1867,יעקב גֶזונדהייט,ורשה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferesyaakovchullin2/tiferesyaakovchullin2__text_files.zip,https://files.dicta.org.il/library-1-0/tiferesyaakovchullin2/tiferesyaakovchullin2__nikud_meteg_files.zip,tiferesyaakovchullin2,Tiferet Ya’akov (Chullin part 3),Yaakov Gezundheit,Talmud and Commentaries,Warsaw,,tiferesyaakovchullin2,
https://files.dicta.org.il/library-1-0/tiferesyaakovyorehdeahshechitavetreifot/tiferesyaakovyorehdeahshechitavetreifot__ocr_data_html_files.zip,תפארת יעקב יורה דעה שחיטה וטריפות,1926,יעקב גֶזונדהייט,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferesyaakovyorehdeahshechitavetreifot/tiferesyaakovyorehdeahshechitavetreifot__text_files.zip,https://files.dicta.org.il/library-1-0/tiferesyaakovyorehdeahshechitavetreifot/tiferesyaakovyorehdeahshechitavetreifot__nikud_meteg_files.zip,tiferesyaakovyorehdeahshechitavetreifot,Tiferet Yaakov Yoreh Deah Shechita veTreifot,Yaakov Gezundheit,Halakha and Minhaggim,Warsaw,,tiferesyaakovyorehdeahshechitavetreifot,
https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat1/tiferetyaakovchoshenmishpat1__ocr_data_html_files.zip,תפארת יעקב חושן משפט חלק א,1842,יעקב גֶזונדהייט,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat1/tiferetyaakovchoshenmishpat1__text_files.zip,https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat1/tiferetyaakovchoshenmishpat1__nikud_meteg_files.zip,tiferetyaakovchoshenmishpat1_EGT,Tiferet Ya’akov choshen mishpat part 1,Yaakov Gezundheit,Halakha and Minhaggim,Warsaw,,tiferetyaakovchoshenmishpat1,
https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat2/tiferetyaakovchoshenmishpat2__ocr_data_html_files.zip,תפארת יעקב חושן משפט חלק ב,1926,יעקב גֶזונדהייט,בילגוריי,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat2/tiferetyaakovchoshenmishpat2__text_files.zip,https://files.dicta.org.il/library-1-0/tiferetyaakovchoshenmishpat2/tiferetyaakovchoshenmishpat2__nikud_meteg_files.zip,tiferetyaakovchoshenmishpat2,Tiferet Ya’akov choshen mishpat part 2,Yaakov Gezundheit,Halakha and Minhaggim,Bilgoraj,,tiferetyaakovchoshenmishpat2,
https://files.dicta.org.il/library-1-0/tiferetyaakovevenhaezerkiddushin/tiferetyaakovevenhaezerkiddushin__ocr_data_html_files.zip,תפארת יעקב אבן העזר קידושין,1926,יעקב גֶזונדהייט,ורשה,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tiferetyaakovevenhaezerkiddushin/tiferetyaakovevenhaezerkiddushin__text_files.zip,https://files.dicta.org.il/library-1-0/tiferetyaakovevenhaezerkiddushin/tiferetyaakovevenhaezerkiddushin__nikud_meteg_files.zip,tiferetyaakovevenhaezerkiddushin,Tiferes Yaakov Even Ha'ezer Kiddushin,Yaakov Gezundheit,Halakha and Minhaggim,Warsaw,,tiferetyaakovevenhaezerkiddushin,
https://files.dicta.org.il/library-1-0/torateliakum/torateliakum__ocr_data_html_files.zip,תורת אליקום,1913,אליקום גצל מאיר בן יצחק פודרוביניק ,ורשה,"שאלות ותשובות (שו""ת)",ספריית דיקטה,https://files.dicta.org.il/library-1-0/torateliakum/torateliakum__text_files.zip,https://files.dicta.org.il/library-1-0/torateliakum/torateliakum__nikud_meteg_files.zip,torateliakum,Torat Eliakum,Eliakum Getsil Meir ben Yitzhak,Responsa,Warsaw,,torateliakum,
https://files.dicta.org.il/library-1-0/toratemet/toratemet__ocr_data_html_files.zip,תורת אמת,1865,ר' אברהם יהושע השל מאפטא,למברג (לבוב),חסידות,ספריית דיקטה,https://files.dicta.org.il/library-1-0/toratemet/toratemet__text_files.zip,https://files.dicta.org.il/library-1-0/toratemet/toratemet__nikud_meteg_files.zip,toratemet_EGT,Torat Emet,R’ Avraham Yehoshua Heshel miApta,Chassidut,Lemberg (Lvov),,toratemet,
https://files.dicta.org.il/library-1-0/turbareket1/turbareket1__ocr_data_html_files.zip,מקור חיים - ג  (טור ברקת חלק א),1877,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turbareket1/turbareket1__text_files.zip,https://files.dicta.org.il/library-1-0/turbareket1/turbareket1__nikud_meteg_files.zip,turbareket1,Mekor Chayim(Tur Bareket part 1) - 3,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turbareket1,
https://files.dicta.org.il/library-1-0/turbareket2/turbareket2__ocr_data_html_files.zip,מקור חיים - ג  (טור ברקת חלק ב),1877,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turbareket2/turbareket2__text_files.zip,https://files.dicta.org.il/library-1-0/turbareket2/turbareket2__nikud_meteg_files.zip,turbareket2,Mekor Chayim(Tur Bareket part 2) - 3,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turbareket2,
https://files.dicta.org.il/library-1-0/turbareket3/turbareket3__ocr_data_html_files.zip,מקור חיים - ג  (טור ברקת חלק ג),1877,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turbareket3/turbareket3__text_files.zip,https://files.dicta.org.il/library-1-0/turbareket3/turbareket3__nikud_meteg_files.zip,turbareket3,Mekor Chayim(Tur Bareket part 3) - 3,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turbareket3,
https://files.dicta.org.il/library-1-0/turpateda1/turpateda1__ocr_data_html_files.zip,מקור חיים - ב  (טור פטדה חלק א),1877,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turpateda1/turpateda1__text_files.zip,https://files.dicta.org.il/library-1-0/turpateda1/turpateda1__nikud_meteg_files.zip,turpateda1,Mekor Chayim (Tur Pateda part 1) - 2,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turpateda1,
https://files.dicta.org.il/library-1-0/turpateda2/turpateda2__ocr_data_html_files.zip,מקור חיים - ב  (טור פטדה חלק ב),1877,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turpateda2/turpateda2__text_files.zip,https://files.dicta.org.il/library-1-0/turpateda2/turpateda2__nikud_meteg_files.zip,turpateda2,Mekor Chayim (Tur Pateda part 2) - 2,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turpateda2,
https://files.dicta.org.il/library-1-0/turyahalom/turyahalom__ocr_data_html_files.zip,מקור חיים - ד  (טור יהלם),1878,חיים הכהן,פיוטריקוב,הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/library-1-0/turyahalom/turyahalom__text_files.zip,https://files.dicta.org.il/library-1-0/turyahalom/turyahalom__nikud_meteg_files.zip,turyahalom,Mekor Chayim (Tur Yahalom)- 4,Chaim ben Avraham haCohen miAram Tzovah,Halakha and Minhaggim,Piotrków,,turyahalom,
https://files.dicta.org.il/library-1-0/tzlachbeitzah/tzlachbeitzah__ocr_data_html_files.zip,"צל""ח ביצה",1857,יחזקאל הלוי לנדא,סלאוויטא,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tzlachbeitzah/tzlachbeitzah__text_files.zip,https://files.dicta.org.il/library-1-0/tzlachbeitzah/tzlachbeitzah__nikud_meteg_files.zip,tzlachbeitzah_EGT,Tzlach Beitzah,Yechezkel Landau,Talmud and Commentaries,Slavuta,,tzlachbeitzah,
https://files.dicta.org.il/library-1-0/tzonkedoshim/tzonkedoshim__ocr_data_html_files.zip,צאן קדשים,1876,אברהם חיים שור,ורשה,תלמוד ומפרשיו,ספריית דיקטה,https://files.dicta.org.il/library-1-0/tzonkedoshim/tzonkedoshim__text_files.zip,https://files.dicta.org.il/library-1-0/tzonkedoshim/tzonkedoshim__nikud_meteg_files.zip,tzonkedoshim,Tzon Kedoshim,Avraham Chaim Shor,Talmud and Commentaries,Warsaw,,tzonkedoshim,
https://files.dicta.org.il/library-1-0/yadhamelekhlandau4/yadhamelekhlandau4__ocr_data_html_files.zip,יד המלך (לנדא) - ד.,1826,אלעזר סגל לנדא,למברג (לבוב),"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/yadhamelekhlandau4/yadhamelekhlandau4__text_files.zip,https://files.dicta.org.il/library-1-0/yadhamelekhlandau4/yadhamelekhlandau4__nikud_meteg_files.zip,yadhamelekhlandau4_EGT,Yad haMelech part 4,Elazar bar Yisroel Landau,Rambam ,Lemberg (Lvov),,yadhamelekhlandau4,
https://files.dicta.org.il/library-1-0/yadyitzhak1/yadyitzhak1__ocr_data_html_files.zip,יד יצחק - א,1867,יצחק צבי ארונובסקי,וילנה,"רמב""ם ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/library-1-0/yadyitzhak1/yadyitzhak1__text_files.zip,https://files.dicta.org.il/library-1-0/yadyitzhak1/yadyitzhak1__nikud_meteg_files.zip,yadyitzhak1,yad yitzhak part 1,yitzchok tzvi Aronovsky,Rambam ,Vilna (Vilnius),,yadyitzhak1,
https://files.dicta.org.il/library-1-0/yalkutdavidbeoheldavid/yalkutdavidbeoheldavid__ocr_data_html_files.zip,ילקוט דוד - באוהל דוד,1946,דוד בן משה הכהן סקלי ,מקנס,קבלה,ספריית דיקטה,https://files.dicta.org.il/library-1-0/yalkutdavidbeoheldavid/yalkutdavidbeoheldavid__text_files.zip,https://files.dicta.org.il/library-1-0/yalkutdavidbeoheldavid/yalkutdavidbeoheldavid__nikud_meteg_files.zip,yalkutdavidbeoheldavid,Yalkut David Beohel David,David Skali,Kabbala,Meknes,,yalkutdavidbeoheldavid,
